name,description,ratings,number of lectures,difficulty,average rating,price,category
Powerful speaking,Learn how to speak so people listen from a 4-time TED speaker - includes a complete masterclass in public speaking.,2626,19,All Levels,4.4,11.99,Business
Power BI A-Z: Hands-On Power BI Training For Data Science!,Learn Microsoft Power BI for Data Science and Data Analytics. Build visualizations and BI reports with Power BI Desktop,2604,40,All Levels,4.5,11.99,Business
Options Trading Basics (3-Course Bundle),"A bundle combines 1)Intro to Call and Put Options 2) Time decay, Implied Volatility, Greeks 3) Call and Puts Live trades",2494,,Beginner,4.5,11.99,Business
Sales Training: Practical Sales Techniques,"Sales Hacking: Essential sales skills, sales strategies and sales techniques to sell just about anything!",2494,,All Levels,4.5,11.99,Business
Writing With Impact: Writing That Persuades,A University of Cambridge writing tutor takes you from complete business writing beginner to a copywriting pro!,2264,92,All Levels,4.5,11.99,Business
Accounting - A Brief Introduction - in 60 Minutes,Learn the basics of financial accounting in one hour!,2255,17,Beginner,4.6,11.99,Business
PMP EXAM PREP-Project Management Professional FULL TRAINING,PMP Certification-Project Management Professional-Complete PMP Exam Prep-PMP Math Detailed Explanations-PMBOK-Pmp exam,2216,281,All Levels,4.3,11.99,Business
Natural Language Processing with Deep Learning in Python,"Complete guide on deriving and implementing word2vec, GloVe, word embeddings, and sentiment analysis with recursive nets",2130,,Expert,4.6,11.99,Business
Black Algo Trading: Build Your Trading Robot,Trading Robots: The Comprehensive Course That Turns Beginners Into Skilled Algorithmic Traders (Learn MQL4 Algo Trading),2109,,All Levels,4.3,11.99,Business
"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs",Become a Wizard of all the latest Computer Vision tools that exist out there. Detect anything and create powerful apps.,2091,,All Levels,4.3,11.99,Business
The Complete Splunk Beginner Course,"LEARN SPLUNK from this best-selling course. Become the IT HERO, with real exercises and data sets!",2072,,All Levels,4.4,11.99,Business
Amazon FBA - How to Private Label Products & EARN income!,Sell on Amazon using FBA - Our focus is private labeling,2055,77,All Levels,4.1,11.99,Business
"CAPM Exam Prep Seminar - PMBOK Guide, Sixth Edition",Pass the CAPM and Earn 25 Contact Hours to Qualify for the CAPM Exam,1992,,All Levels,4.5,11.99,Business
Google Analytics For Beginners,"Set Up Google Analytics Correctly, Track Marketing Analytics and Increase Traffic & Sales with Web Analytics!",1950,,All Levels,4.3,11.99,Business
The Data Science Course 2018: Complete Data Science Bootcamp,"Complete Data Science Training: Mathematics, Statistics, Python, Advanced Statistics in Python, Machine & Deep Learning",1917,,All Levels,4.6,11.99,Business
The Complete Product Management Course,"Learn the skills, tools, and processes needed to become a rockstar PM. Examples from NASA, Google, Zappos, and Apple",1867,90,All Levels,4.2,11.99,Business
Taming Big Data with MapReduce and Hadoop - Hands On!,"Learn MapReduce fast by building over 10 real examples, using Python, MRJob, and Amazon's Elastic MapReduce Service.",1863,,All Levels,4.4,11.99,Business
Six Sigma Yellow Belt,2nd Edition - Plain and Simple Language - ASQ CSSYB Exam Preparation Online Course,1801,,All Levels,4.5,24.99,Business
Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,Forex Robots - Learn the secrets to making 175% on a real Forex Account with Forex Trading Systems. Metatrader 4 EA,1798,42,All Levels,4.4,11.99,Business
Leadership: Practical Leadership Skills,Master leadership skills and leadership techniques with this highly practical advice and training,1791,,All Levels,4.6,11.99,Business
Six Sigma Green Belt,"Become a Certified Six Sigma Green Belt Professional >> Improve Processes, Reduce Cost >> Get the Pay Hike",1784,,All Levels,4.4,11.99,Business
Work From Home - 5 Ways To Start A Successful Home Business,Discover the top 5 legitimate full time businesses that you can do right now from the comfort of your own home.,1768,25,Beginner,4.3,11.99,Business
Start Trading Stocks Using Technical Analysis!,"Learn the secrets of professional trading from a former stock broker, and make profits investing today!",1739,,All Levels,4.5,11.99,Business
Options Trading - How to Win with Weekly Options,An Exact Blueprint for Options Trading Success,1724,27,Intermediate,4.3,11.99,Business
Master Course in Tableau 10 & 2018 for Business Intelligence,Master data visualization in tableau desktop. Covers tableau certification syllabus and more. 2018.1,1713,64,All Levels,4.5,11.99,Business
"The Cryptocurrency Bible™  | Bitcoin, Ethereum, Altcoin...","A guide for beginners about Cryptocurrency and Cryptocurrency Trading with Bitcoin, Ethereum, Litecoin, Ripple, Steem..",1666,43,Beginner,4.1,11.99,Business
Taming Big Data with Spark Streaming and Scala - Hands On!,Learn to process massive streams of data in real time on a cluster with Apache Spark Streaming.,1666,39,All Levels,4.4,11.99,Business
Start and Run a Successful Web Design Business from Home,Start your own web design business this week by following this step-by-step action course and make your goal a reality,1644,,All Levels,4.5,11.99,Business
2018 Blog Blueprint: How To Turn Blogging Into A Career,The A-Z Guide That Will Hold Your Hand To Making A Career Through Blogging And Building A Successful Online Business,1642,50,All Levels,4.5,11.99,Business
Learn Cryptocurrency AltCoin Trading and ICO Investing,The real deal behind Crypto Trading and ICO's.,1634,22,Beginner,4.2,11.99,Business
The Complete WordPress Aliexpress Dropship course,"In 2018, learn how to build a successful eCommerce business using Wordpress, Aliexpress and Dropshipping, from scratch.",1608,,Beginner,4.5,11.99,Business
The Essential Guide to Entrepreneurship by Guy Kawasaki,Learn from an entrepreneur and investor how to launch a company with confidence and avoid common pitfalls,1596,56,All Levels,4.4,11.99,Business
Robotic Process Automation - RPA Overview,Learn Robotic Process Automation to Unleash a Modern RPA Career,1575,21,Beginner,4.4,11.99,Business
SQL & Database Design A-Z™: Learn MS SQL Server + PostgreSQL,Learn Both SQL Server & PostgreSQL By Doing. Enhance Your Data Analytics Career With Real World Data Science Exercises,1526,,All Levels,4.3,11.99,Business
Bayesian Machine Learning in Python: A/B Testing,"Data Science, Machine Learning, and Data Analytics Techniques for Marketing, Digital Media, Online Advertising, and More",1495,,All Levels,4.5,11.99,Business
Deep Learning: Convolutional Neural Networks in Python,Computer Vision and Data Science and Machine Learning combined! In Theano and TensorFlow,1490,52,Expert,4.5,11.99,Business
How to come up with killer business ideas: complete workshop,Learn how to become a business idea machine with proven strategies and actionable insights,1485,77,All Levels,4.4,11.99,Business
Product Management 101,Learn to become a more strategic product manager - and have a greater impact on your company and your products.,1474,62,Beginner,4.4,11.99,Business
UiPath - Level 1 Robotic Process Automation,Learn the top RPA tool and automate your first process!,1477,,Beginner,4.4,11.99,Business
World-Class HR: 21st Century Talent Management,Learn about the challenges and opportunities of modern human resources (HR). Attract and retain the best people.,1466,19,All Levels,4.1,11.99,Business
Learn to Sell Anything by Grant Cardone,"Learn sales basics, techniques, and strategies that will give you the skills to sell anything.",1467,58,All Levels,4.4,11.99,Business
Beginner to Pro in PowerPoint: Complete PowerPoint Training,PowerPoint lessons that are easy to apply at work! Become the top PowerPoint user in your office. #1 PowerPoint training,1462,,All Levels,4.3,11.99,Business
The Complete Bitcoin Course: Get .0001 BTC In Your Wallet,Enroll On This Complete Bitcoin Course Which Will Help You Master Bitcoin & Join The Ecosystem!,1456,82,All Levels,4.1,11.99,Business
Microsoft Power BI - Up & Running With Power BI Desktop,"Learn how to transform, analyze & visualize data with Microsoft Power BI: hands-on demos, project files & 1-on-1 support",1461,,All Levels,4.7,11.99,Business
Big Data and Hadoop for Beginners - with Hands-on!,"Everything you need to know about Big Data, and Learn Hadoop, HDFS, MapReduce, Hive & Pig by designing Data Pipeline.",1453,32,All Levels,4.1,11.99,Business
Zero to Deep Learning™ with Python and Keras,"Understand and build Deep Learning models for images, text, sound and more using Python and Keras",1444,,Intermediate,4.3,11.99,Business
Algorithmic Trading In Forex: Create Your First Forex Robot!,Trading With Forex Robots: Learn MQL4 Programming By Doing! Create Your First Algorithmic Trading System in MetaTrader 4,1439,40,All Levels,4.4,11.99,Business
Complete Python Bootcamp: Go from zero to hero in Python 3,Learn Python like a Professional! Start from the basics and go all the way to creating your own applications and games!,98548,,All Levels,4.5,11.99,Development
The Web Developer Bootcamp,"The only course you need to learn web development - HTML, CSS, JS, Node, and More!",96098,,All Levels,4.6,11.99,Development
Angular 7 (formerly Angular 2) - The Complete Guide,"Master Angular (Angular 2+, incl. Angular 7) and build awesome, reactive web apps with the successor of Angular.js",64306,,All Levels,4.6,11.99,Development
Complete Java Masterclass - updated for Java 11,"Learn to master Java 11 and Java 8 core development step-by-step and make your first unique, advanced program in 30 days",57550,,All Levels,4.5,11.99,Development
Complete C# Unity Developer 2D - Learn to Code Making Games,"Game development & design. Learn C# using Unity 2018. Your first seven 2D Unity games for web, Mac & PC.",49258,,All Levels,4.6,11.99,Development
The Complete Web Developer Course 2.0,"Learn Web Development by building 25 websites and mobile apps using HTML, CSS, Javascript, PHP, Python, MySQL & more!",41498,306,All Levels,4.5,11.99,Development
Modern React with Redux,"Master the fundamentals of React v16.3.2 and Redux as you develop apps with React Router, Webpack, and ES6",35605,,All Levels,4.5,11.99,Development
JavaScript: Understanding the Weird Parts,"An advanced JavaScript course for everyone! Scope, closures, prototypes, 'this', build your own framework, and more.",28111,85,All Levels,4.7,11.99,Development
The Unreal Engine Developer Course - Learn C++ & Make Games,"Learn C++ from scratch. Make your first 4 video games in Unreal engine, the engine behind Fortnite.",27832,,All Levels,4.5,11.99,Development
The Complete JavaScript Course 2018: Build Real Projects!,"Master JavaScript with the most complete course on the market! Projects, challenges, quizzes, ES6+, OOP, AJAX, Webpack",27553,,All Levels,4.5,11.99,Development
iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,26802,473,All Levels,4.7,11.99,Development
The Complete Node.js Developer Course (2nd Edition),"Learn Node.js by building real-world applications with Node, Express, MongoDB, Mocha, and more!",23316,,All Levels,4.6,11.99,Development
React 16 - The Complete Guide (incl. React Router 4 & Redux),"Dive in and learn React from scratch! Learn Reactjs, Redux, React Routing, Animations, Next.js basics and way more!",22751,,All Levels,4.7,11.99,Development
The Complete React Native and Redux Course,iOS and Android App Development from scratch - build full React Native mobile apps ridiculously fast!,20834,,All Levels,4.5,11.99,Development
The Python Mega Course: Build 10 Real World Applications,Start Python from the basics and learn how to create 10 amazing and professional Python programs used in the real world!,19959,238,All Levels,4.4,11.99,Development
Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),Vue JS is an awesome JavaScript Framework for building Frontend Applications! VueJS mixes the Best of Angular + React!,19759,,All Levels,4.7,11.99,Development
